Código Mantenedora;Razão Social;CNPJ;Natureza Jurídica;Código IES;Instituição(IES);Sigla;Endereço;Município;UF;Organização Acadêmica;Tipo de Credenciamento;Categoria;Categoria Administrativa;CI;Ano CI;CI-EaD;Ano CI-EaD;IGC;Ano IGC;Situação
3128;ASSOCIACAO EDUCACIONAL BATISTA PIONEIRA;07.787.332/0001-07;Privada sem fins lucrativos;4902;FACULDADE BATISTA PIONEIRA;-;Rua Dr. Pestana - 1021 - s/c - CEP: 98700-000 - Centro;Ijuí;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2014;-;;4;2016;Ativa
3034;ACEB ASSOCIACAO CULTURAL E EDUCACIONAL DE BERTIOGA;07.672.154/0001-79;Privada sem fins lucrativos;1432;FACULDADE BERTIOGA (FABE);FABE;Avenida Manoel da Nóbrega - 966 - s/c - CEP: 11250-000 - Jardim Lido;Bertioga;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
473;SOCIEDADE PROPAGADORA DAS BELAS ARTES;33.183.682/0001-74;Privada sem fins lucrativos;710;FACULDADE BÉTHENCOURT DA SILVA (FABES);FABES;Rua Frederico Silva - 86 - Praça II - CEP: 20230-210 - Centro;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;2;2016;Ativa
2124;FUNDACAO DE ENSINO E PESQUISA DO SUL DE MINAS;21.420.856/0001-96;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação;14090;FACULDADE BETIM (FABE);FABE;Rua José da Conceição - 189 - s/c - CEP: 32604-158 - Angola;Betim;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;3;2016;Ativa
845;CENTRO DE FORMACAO PROFISSIONAL BEZERRA DE ARAUJO LTDA.;42.123.885/0001-66;Privada com fins lucrativos;1263;FACULDADE BEZERRA DE ARAÚJO (FABA);FABA;Rua Viúva Dantas - 501 - s/c - CEP: 23052-090 - Campo Grande;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;3;2016;Ativa
14967;INSTITUTO BIBLICO DAS ASSEMBLEIAS DE DEUS;45.224.912/0001-85;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;15922;Faculdade Bíblica das Assembléias de Deus;-;Rua São João Bosco - 1114 - s/c - CEP: 12403-010 - Santana;Pindamonhangaba;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2014;-;;-;;Ativa
3056;IBE BUSINESS EDUCATION DE SAO PAULO LTDA;38.729.463/0001-61;Privada com fins lucrativos;4771;FACULDADE BI CAMPINAS;-;Rua José Paulino - 1.369 - s/c - CEP: 13013-001 - Centro;Campinas;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2006;-;;-;;Ativa
16134;UNIESP S.A;19.347.410/0001-31;Privada com fins lucrativos;1933;FACULDADE BIRIGUI (FABI);FABI;Rua João Escanhuela - 133 - s/c - CEP: 16204-142 - Jardim Capuano;Birigui;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
3057;FUNDACAO DE INVESTIMENTOS EM BUSINESS E INOVACAO;05.856.488/0001-77;Privada com fins lucrativos;4772;FACULDADE BI SOCIAL QUARESMA;-;Avenida Frederico Ozannan - 6.000 - loja 2.475 Maxi Shopping - CEP: 13215-700 - Jardim Florestal;Jundiaí;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;-;;Ativa
2149;FUNDACAO BOAS NOVAS;84.541.689/0001-51;Privada sem fins lucrativos;3397;FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS (FBNCTSB);FBNCTSB;Avenida General Rodrigo Octávio Jordão Ramos - 1.655 - Centro de convenções Canaã - CEP: 69077-000 - Japiim;Manaus;AM;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;3;2016;Ativa
15205;SEPA - SOCIEDADE EDUCACIONAL DA PARAIBA LTDA;12.097.654/0001-64;Privada com fins lucrativos;15839;Faculdade Boa Viagem (FBV WYDEN);FBV WYDEN;Rua Orlando Soares de Oliveira - 36 - s/c - CEP: 58032-083 - Miramar;João Pessoa;PB;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;-;;Ativa
3248;SISTEMA DE ENSINO BORGES DE MENDONCA LTDA;05.620.495/0001-75;Privada com fins lucrativos;1344;FACULDADE BORGES DE MENDONÇA (FBM);FBM;Rua Santos Dumont - 104 - s/c - CEP: 88015-020 - Centro;Florianópolis;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
2445;INSTITUTO DE ENSINO E PESQUISA DO PLANALTO CENTRAL LTDA - ME;06.034.951/0001-68;Privada com fins lucrativos;3877;FACULDADE BRASIL CENTRAL (FBC);FBC;Qc 08 - s/n - Lotes 07/16 - CEP: 72910-000 - Mansões Village;Águas Lindas de Goiás;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;3;2016;Ativa
832;EMPRESA BRASILEIRA DE ENSINO PESQUISA E EXTENSAO S.A. - EMBRAE;01.936.248/0001-21;Privada com fins lucrativos;1244;FACULDADE BRASILEIRA (MULTIVIX VITÓRIA);MULTIVIX VITÓRIA;Rua José Alves - 301 - s/c - CEP: 29075-080 - Goiabeiras;Vitória;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;4;2016;Ativa
2437;SOCIEDADE BRASILEIRA DE EDUCACAO E CULTURA S/S LTDA - ME;06.110.279/0001-42;Privada com fins lucrativos;3866;FACULDADE BRASILEIRA DE EDUCAÇÃO E CULTURA (FABEC BRASIL);FABEC BRASIL;Avenida Paranaíba - 374 - s/c - CEP: 74020-001 - Setor Central;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;3;2016;Ativa
12909;CBPEX CONSULTORIA LTDA - EPP;05.537.407/0001-76;Privada com fins lucrativos;15280;Faculdade Brasileira de Ensino, Pesquisa e Extensão (FABEX);FABEX;Avenida Rio Grande do Sul - 1442 - - de 1047/1048 ao fim - CEP: 58030-021 - Estados;João Pessoa;PB;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;-;;Ativa
2487;ISAN - INSTITUTO SUPERIOR DE ADMINISTRACAO E NEGOCIOS LTDA - ME;02.425.923/0001-10;Privada com fins lucrativos;12601;FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS (FABEA);FABEA;Alameda A - 1F e 1G - Loteamento Quitandinha Qd. SQS 1 - CEP: 65071-680 - Alto do Calhau;São Luís;MA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;4;2016;Ativa
15571;CENTRO UNIVERSITARIO DA BAHIA LTDA;12.477.274/0001-55;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1968;FACULDADE BRASILEIRA DE TECNOLOGIA (FBT);FBT;Avenida Marechal Cândido Mariano da Silva Rondon - s/n - FBT - ARACAJU - CEP: 49095-790 - Jabutiana;Aracaju;SE;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;3;2016;Ativa
15571;CENTRO UNIVERSITARIO DA BAHIA LTDA;12.477.274/0001-55;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;17896;FACULDADE BRASILEIRA DE TECNOLOGIA (FBT);FBT;Avenida Presidente Dutra - SN - - de 2900 ao fim - lado par - CEP: 44077-760 - Santa Mônica;Feira de Santana;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
1367;UNIRB - UNIDADES DE ENSINO SUPERIOR DA BAHIA LTDA;04.043.610/0001-23;Privada com fins lucrativos;16459;FACULDADE BRASILEIRA DE TECNOLOGIA- (FBT);FBT;Avenida Tamburugy - 474 - s/c - CEP: 41680-440 - Patamares;Salvador;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2011;-;;-;;Ativa
15650;INSTITUTO NACIONAL DE ESTUDOS JURIDICOS E EMPRESARIAIS LTDA - ME;02.600.321/0001-52;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;17200;Faculdade Brasileira de Tributação (FBT);FBT;Rua Piauí - 183 - s/c - CEP: 91030-320 - Santa Maria Goretti;Porto Alegre;RS;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;-;;Ativa
803;FACULDADE BRASILIA DE SAO PAULO LTDA;96.522.461/0001-01;Privada com fins lucrativos;3749;FACULDADE BRASÍLIA DE SÃO PAULO (FTBSP);FTBSP;Rua Angá - 395 - s/c - CEP: 03360-000 - Vila Formosa;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;-;;Ativa
848;SOCIEDADE DE ENSINO SUPERIOR ESTACIO RIBEIRAO PRETO LTDA;07.195.358/0001-66;Privada com fins lucrativos;12416;FACULDADE BRASILIENSE DE NEGÓCIOS (FBN);FBN;SGAS Quadra 604 Conjunto C Lotes 25 e 26 - S/N - s/c - CEP: 70200-640 - L2 Sul;Brasília;DF;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2009;-;;-;;Ativa
15942;FACULDADES BRASIL INTELIGENTE S/S LTDA;17.558.597/0001-97;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;18093;Faculdade Brasil Inteligente;-;Av. Tavares Bastos - 1313 - s/c - CEP: 66015-000 - Marambaia;Belém;PA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
2415;ASSUPERO - ENSINO SUPERIOR S/S LTDA.;06.099.229/0001-01;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2917;FACULDADE BRASIL NORTE (FABRAN);FABRAN;Avenida General Osório - 1.341 - s/c - CEP: 68908-127 - Jesus de Nazaré;Macapá;AP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;2;2016;Ativa
1400;MARCIO CALAFIORI RESENDE EIRELI - EPP;03.486.286/0001-55;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;2124;FACULDADE CALAFIORI (CALAFIORI);CALAFIORI;Avenida José Pio de Oliveira - 10 - s/c - CEP: 37950-000 - Cidade Jardim Industrial;São Sebastião do Paraíso;MG;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;4;2016;Ativa
13433;INSTITUTO CAL DE ARTE E CULTURA;08.396.902/0001-09;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;11584;FACULDADE CAL DE ARTES CÊNICAS (Faculdade Cal);Faculdade Cal;Rua Santo Amaro - 44 - s/c - CEP: 22211-230 - Glória;Rio de Janeiro;RJ;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;-;;Ativa
315;FUNDACAO DE ENSINO SUPERIOR DA REGIAO CENTRO SUL;87.476.933/0001-38;Privada sem fins lucrativos;454;FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS (FACCCA);FACCCA;Av. Cônego Luiz Walter Hanquet - 151 - s/c - CEP: 96180-000 - Centro;Camaquã;RS;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;3;2016;Ativa
795;CENTRO TECNOLOGICO CAMBURY LTDA;26.721.076/0001-08;Privada com fins lucrativos;1160;FACULDADE CAMBURY (CAMBURY);CAMBURY;Avenida C 07 - 1094 - Quadra 08 Lote 01 E - CEP: 74410-220 - Setor Sol Nascente;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;3;2016;Ativa
15817;FACULDADE CAMBURY FORMOSA LTDA;15.584.693/0001-84;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;2266;FACULDADE CAMBURY DE FORMOSA (CAMBURY);CAMBURY;Rua Manoel Alves Ferreira - 404 - Bloco I - CEP: 73801-250 - Centro;Formosa;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2016;Ativa
1120;UB - CAMPO REAL EDUCACIONAL S.A.;03.291.761/0001-38;Privada com fins lucrativos;5511;FACULDADE CAMPO REAL (CAMPO REAL);CAMPO REAL;Rua Comendador Norberto - 1299 - s/c - CEP: 85015-240 - Santa Cruz;Guarapuava;PR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2017;-;;4;2016;Ativa
15868;FEDERAL EDUCACIONAL LTDA.;17.238.945/0001-49;Privada com fins lucrativos;18406;FACULDADE CAMPOS (FECAF);FECAF;Rua João Slaviero - 65 - s/c - CEP: 06763-470 - Jardim da Glória;Taboão da Serra;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2014;-;;-;;Ativa
12418;INSTITUTO DE ENSINO MEDIO E SUPERIOR FRANCOIS MARIE AROUET LTDA - ME;09.231.470/0001-30;Privada com fins lucrativos;1048;FACULDADE CAMPOS ELÍSEOS (FCE);FCE;Rua Vitorino Carmilo - 644 - casa - CEP: 01153-000 - Campos Elísios;São Paulo;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;3;2016;Ativa
16528;ASSOCIACAO EDUCACIONAL DE VOTORANTIM - ASSEVO;23.012.119/0001-80;Privada sem fins lucrativos;21344;Faculdade Campos Giglio (FCG);FCG;Rua Albertina Nascimento - 132 - s/c - CEP: 18110-095 - Centro;Votorantim;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;-;;Ativa
16553;INSTITUTO LATO SENSU EMPREENDIMENTOS EDUCACIONAIS LTDA - ME;14.803.764/0001-20;Privada com fins lucrativos;21321;FACULDADE CAMPUS (FACAMP);FACAMP;Rua 3 - 860 - Quadra 07, Lotes 51, 53 e 55 - CEP: 74023-010 - Setor Central;Goiânia;GO;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2016;-;;-;;Ativa
12553;FUNDACAO JOAO PAULO II;50.016.039/0001-75;Privada sem fins lucrativos;13527;FACULDADE CANÇÃO NOVA (FCN);FCN;Rua Carlos Pinto Filho - - s/c - CEP: 12630-000 - Vila Cacarro;Cachoeira Paulista;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
134;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO;33.646.001/0001-67;Privada sem fins lucrativos;1246;FACULDADE CANDIDO MENDES DE VITÓRIA (FCMV);FCMV;Avenida Leitão da Silva - 2055 - s/c - CEP: 29045-914 - Itararé;Vitória;ES;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;-;;-;;1;2016;Ativa
16064;FCR EDUCACIONAL LTDA;17.184.404/0001-85;Privada com fins lucrativos;2330;Faculdade Cândido Rondon (FCR);FCR;Avenida Beira Rio - 3.045 - s/c - CEP: 78065-780 - Jardim Europa;Cuiabá;MT;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2011;-;;2;2016;Ativa
631;UNIAO EDUCACIONAL CANDIDO RONDON - UNIRONDON LTDA;24.771.792/0001-66;Privada sem fins lucrativos;2398;FACULDADE CÂNDIDO RONDON DE CAMPO VERDE;-;Avenida Brasília - 1.010 - s/c - CEP: 78840-000 - Centro;Campo Verde;MT;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;2;2010;-;;SC;2012;Ativa
1519;UNIAO EDUCACIONAL DO PANTANAL MATO-GROSSENSE S/C LTDA - EPP;04.727.063/0001-03;Privada com fins lucrativos;4136;FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS (FCRROO);FCRROO;Avenida Joaquim de Oliveira - 1.334 - s/c - CEP: 78740-145 - Vila Aurora;Rondonópolis;MT;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;-;;-;;-;;Ativa
15868;FEDERAL EDUCACIONAL LTDA.;17.238.945/0001-49;Privada com fins lucrativos;17854;FACULDADE CAPITAL FEDERAL (FECAF);FECAF;Avenida Vida Nova - 166 - s/c - CEP: 06764-045 - Jardim Maria Rosa;Taboão da Serra;SP;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2014;4;2017;-;;Ativa
15868;FEDERAL EDUCACIONAL LTDA.;17.238.945/0001-49;Privada com fins lucrativos;19966;FACULDADE CAPITAL FEDERAL DE ITAPECERICA DA SERRA (FECAF);FECAF;Avenida Quinze de Novembro - 1133 - s/c - CEP: 06850-100 - Centro;Itapecerica da Serra;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
1263;SECAB SOCIEDADE EDUCACIONAL DE CAPIVARI DE BAIXO LTDA - EPP;03.681.405/0001-20;Privada com fins lucrativos;1918;FACULDADE CAPIVARI (FUCAP);FUCAP;Avenida das Nações Unidas - 500 - s/c - CEP: 88745-000 - Santo André;Capivari de Baixo;SC;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2016;-;;3;2016;Ativa
15213;EMPRESA CAPIXABA DA SERRA DE ENSINO, PESQUISA E EXTENSAO LTDA;11.062.400/0001-48;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial;1326;FACULDADE CAPIXABA DA SERRA (MULTIVIX SERRA);MULTIVIX SERRA;Rua Barão do Rio Branco - 120 - s/c - CEP: 29167-172 - Colina de Laranjeiras;Serra;ES;Faculdade;EAD - Superior / Presencial - Superior;Privada;Privada com fins lucrativos;4;2013;5;2016;4;2016;Ativa
15857;EMPRESA CAPIXABA DE CARIACICA DE ENSINO, PESQUISA E EXTESAO LTDA;16.612.493/0001-50;Privada com fins lucrativos;19208;FACULDADE CAPIXABA DE CARIACICA (MULTIVIX CARIAC);MULTIVIX CARIAC;Avenida Antônio Peixoto - s/nº - Andar 6 - CEP: 29146-785 - Vera Cruz;Cariacica;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2015;-;;-;;Ativa
2923;EMPRESA CAPIXABA DE ENSINO, PESQUISA E EXTENSAO S/A;03.963.577/0001-97;Privada com fins lucrativos;1359;FACULDADE CAPIXABA DE NOVA VENÉCIA (MULTIVIX NOVA VENÉCI);MULTIVIX NOVA VENÉCI;Rua Jacobina - 165 - s/c - CEP: 29830-000 - São Francisco;Nova Venécia;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;4;2016;Ativa
16173;EMPRESA CAPIXABA DE VILA VELHA DE ENSINO, PESQUISA E EXTENSAO LTDA;19.678.897/0001-35;Privada com fins lucrativos;18979;FACULDADE CAPIXABA DE VILA VELHA (MULTIVIX VILA V);MULTIVIX VILA V;Rua Cabo Aylson Simões - 1170 - andar 03 - CEP: 29100-320 - Centro;Vila Velha;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;4;2015;-;;-;;Ativa
1834;INSTITUTO DE ENSINO SAO SEBASTIAO LTDA;04.778.588/0001-60;Privada com fins lucrativos;13538;FACULDADE CARAGUÁ;-;MARGINAL MARIA D'ASSUMPÇÃO CARVALHO - 1.000 - s/c - CEP: 11662-700 - Martim de Sá;Caraguatatuba;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;4;2016;Ativa
909;SOCIEDADE CIVIL DE EDUCACAO CASA BRANCA S/S LTDA - ME;02.657.331/0001-24;Privada com fins lucrativos;1373;FACULDADE CASA BRANCA (FACAB);FACAB;Rodovia Sp 340 - Km 240 - s/n - Rodovia Casa Branca - CEP: 13700-000 - Rodovia;Casa Branca;SP;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2017;-;;3;2016;Ativa
1236;SOCIEDADE DE ENSINO SUPERIOR DE ARACRUZ LTDA - EPP;03.885.388/0001-43;Privada com fins lucrativos;1880;FACULDADE CASA DO ESTUDANTE (FACE);FACE;RUA FLOR DE ESTUDANTE - 213 - s/c - CEP: 29190-390 - JARDINS;Aracruz;ES;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2013;-;;3;2016;Ativa
141;FUNDACAO CASPER LIBERO;61.277.273/0001-72;Privada sem fins lucrativos;200;FACULDADE CÁSPER LÍBERO (FCL);FCL;Avenida Paulista - 900 - 5º Andar - CEP: 01310-940 - Bela Vista;São Paulo;SP;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2010;-;;3;2016;Ativa
453;FUNDACAO EDUCACIONAL PRESIDENTE CASTELO BRANCO;27.314.715/0001-75;Privada sem fins lucrativos;1840;FACULDADE CASTELO BRANCO (FCB);FCB;Avenida Brasil - 1303 - s/c - CEP: 29705-100 - Maria das Graças;Colatina;ES;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2009;-;;3;2016;Ativa
15571;CENTRO UNIVERSITARIO DA BAHIA LTDA;12.477.274/0001-55;Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil;1394;FACULDADE CASTRO ALVES (FCA);FCA;R. Marechal Andréia - 359 - s/c - CEP: 41820-090 - Pituba;Salvador;BA;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2010;-;;3;2016;Ativa
1109;FACULDADES CATHEDRAL DE ENSINO SUPERIOR;03.485.283/0001-05;Privada com fins lucrativos;5520;FACULDADE CATHEDRAL (FACES);FACES;Avenida Luis Canuto Chaves - 293 - s/c - CEP: 69307-053 - Caçari;Boa Vista;RR;Faculdade;Presencial - Superior;Privada;Privada com fins lucrativos;3;2012;-;;4;2016;Ativa
15505;SOCIEDADE EDUCACIONAL CATOLICA DO OESTE DO PARA;08.799.102/0001-20;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;17438;Faculdade Católica Cavanis do Sudoeste do Pará (FCCSP);FCCSP;Rua Novo Progresso - 59 - s/c - CEP: 68193-000 - Rui Pires de Lima;Novo Progresso;PA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;-;;Ativa
16271;ASSOCIACAO DE EDUCACAO E CULTURA DE TIANGUA;15.473.217/0001-96;Privada sem fins lucrativos;19597;FACULDADE CATÓLICA DA IBIAPABA (FACI);FACI;Avenida Prefeito Jacques Nunes - 1739 - s/c - CEP: 62320-000 - Centro;Tianguá;CE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;-;;Ativa
15652;ASSOCIACAO OBRAS SOCIAIS DA DIOCESE DE ABAETETUBA;02.727.757/0001-07;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;17830;Faculdade Católica de Abaetetuba (FCAB);FCAB;RUA PADRE LUIZ VARELA - 1636 - s/c - CEP: 68440-000 - CENTRO;Abaetetuba;PA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2017;-;;-;;Ativa
664;FUNDACAO SAO MIGUEL ARCANJO;00.772.442/0001-56;Privada sem fins lucrativos;939;FACULDADE CATÓLICA DE ANÁPOLIS (CATÓLICA DE ANÁPOLIS);CATÓLICA DE ANÁPOLIS;Rua B-10, Qd. 10, lts. 13, 14, 15 e 16 - 580 - esq. c/Rua 5 - Cidade Jardim / Anápolis - GO. - CEP: 75080-730 - Cidade Jardim;Anápolis;GO;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2015;-;;3;2016;Ativa
12052;INSTITUTO DOM VICENTE ZICO - INVIZI;09.211.658/0001-17;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;17875;Faculdade Católica de Belém (FACBEL);FACBEL;CLI TIM Norte - s/n - Rodovia Br 316, Km 06 CCFC - CEP: 67030-970 - Centro;Ananindeua;PA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2015;-;;-;;Ativa
15569;ARQUIDIOCESE DE FEIRA DE SANTANA;16.260.762/0001-67;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade;16918;FACULDADE CATÓLICA DE FEIRA DE SANTANA;-;Avenida Dom Jackson Berenguer Prado - S/N - s/c - CEP: 44059-850 - Papagaio;Feira de Santana;BA;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2012;-;;-;;Ativa
1624;ARQUIDIOCESE DE FORTALEZA;07.471.600/0001-87;Privada sem fins lucrativos;2485;FACULDADE CATÓLICA DE FORTALEZA (FCF);FCF;Avenida Dom Manuel - 03 - Seminário da Prainha - CEP: 60001-970 - Centro;Fortaleza;CE;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2017;-;;3;2016;Ativa
14981;ASSOCIACAO DOM AQUINO CORREA - ADAC;11.243.109/0001-76;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;15433;FACULDADE CATÓLICA DE MATO GROSSO (FACC-MT);FACC-MT;Rua do Seminário - 105 - s/c - CEP: 78110-000 - Cristo Rei;Várzea Grande;MT;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;3;2016;Ativa
2228;FUNDACAO EDUCACIONAL DOM JOSE D''ANGELO NETO;05.579.079/0001-70;Privada sem fins lucrativos;3522;FACULDADE CATÓLICA DE POUSO ALEGRE (FACAPA);FACAPA;Avenida Monsenhor Mauro Tommasini - 75 - s/c - CEP: 37550-000 - São Carlos;Pouso Alegre;MG;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2011;-;;4;2016;Ativa
12365;ASSOCIACAO DE ASSISTENCIA A CULTURA NA AMAZONIA MOACYR GRECHI - AASCAM;09.529.939/0001-12;Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública;4594;FACULDADE CATÓLICA DE RONDONIA (FCR);FCR;Gonçalves Dias - 290 - s/c - CEP: 78900-030 - Centro;Porto Velho;RO;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;4;2011;-;;3;2016;Ativa
2121;FUNDACAO DOM JAIME DE BARROS CAMARA;82.898.891/0001-00;Privada sem fins lucrativos;14288;FACULDADE CATÓLICA DE SANTA CATARINA (FACASC);FACASC;Rua Deputado Antônio Edu Vieira - 1524 - s/c - CEP: 88040-001 - Pantanal;Florianópolis;SC;Faculdade;Presencial - Superior;Privada;Privada sem fins lucrativos;3;2016;-;;4;2016;Ativa
